Item name,Hindi_Name,EXPDATE,Inv date,MFG DATE,Received Qty,sgstrate,Inv No,cgstrate,Batch,Item_Net_Amount,Supplier GST,GST Perc,HSN Code,igstrate,mrp,igst,Supplier Name
CREAMFEAST CHOCO BISCUIT 35 GM,क्रीमफीस्ट चोको बिस्किट 35 ग्राम,14-09-2024,02-05-2024,18-03-2024,1,9,TI622AAA2425,9,CL24/BP1,584.52,05AAECK5765H1ZE,18,19053100,0,5,0,KANHA JI DISTRIBUTORS
CREAMFEAST ELAICHI BISCUIT 35 GM,क्रीमफीस्ट इलायची बिस्किट 35 ग्राम,02-10-2024,02-05-2024,05-04-2024,1,9,TI622AAA2425,9,D524/BP1,584.52,05AAECK5765H1ZE,18,19053100,0,5,0,KANHA JI DISTRIBUTORS
HIGH KICK KRACKER BISCUIT 66.6GM,हाई किक क्रैकर बिस्किट 66.6 ग्राम,30-09-2024,02-05-2024,03-04-2024,1,9,TI622AAA2425,9,DD24/BP1,506.93,05AAECK5765H1ZE,18,19059020,0,10,0,KANHA JI DISTRIBUTORS
MARIE BISCUIT 75 GM (48 PC),मैरी बिस्किट 75 ग्राम (48 नग),09-10-2024,02-05-2024,12-04-2024,1,9,TI622AAA2425,9,DG24/BP1,405.54,05AAECK5765H1ZE,18,19053100,0,10,0,KANHA JI DISTRIBUTORS
JEERA BISCUIT 70 GM,जीरा बिस्किट 70 ग्राम,07-10-2024,02-05-2024,10-04-2024,1,9,TI622AAA2425,9,DE24/BP1,608.31,05AAECK5765H1ZE,18,19053100,0,10,0,KANHA JI DISTRIBUTORS
CRUNCHY COCONUT COOKIES 40 GM,क्रंची कोकोनट कुकीज़ 40 ग्राम,07-09-2024,02-05-2024,11-03-2024,1,9,TI622AAA2425,9,CF24/BP1,584.52,05AAECK5765H1ZE,18,19053100,0,5,0,KANHA JI DISTRIBUTORS
ATTA NOODLES YUMMY MASALA 60 GM (96PC)-T,आटा नूडल्स यम्मी मसाला 60 ग्राम (96 नग),02-12-2024,02-05-2024,07-03-2024,1,6,TI622AAA2425,6,YM070324,917.15,05AAECK5765H1ZE,12,19022090,0,12,0,KANHA JI DISTRIBUTORS
SUJI ELAICHI RUSK 300 GM - T,सूजी इलायची रस्क 300 ग्राम,14-08-2024,02-05-2024,17-03-2024,1,2.5,TI622AAA2425,2.5,CL24/SG,1019.59,05AAECK5765H1ZE,5,19054000,0,50,0,KANHA JI DISTRIBUTORS
ALOEVERA KANTI BODY CLEANSER-45G(216U),एलोवेरा कान्ति बॉडी क्लीन्ज़र 45 ग्राम (216 नग),22-01-2026,02-05-2024,23-01-2024,1,9,TI622AAA2425,9,AAVU240003,1780.17,05AAECK5765H1ZE,18,34011941,0,10,0,KANHA JI DISTRIBUTORS
COCONUT OIL 200 ML (J),नारियल तेल 200 मि.ली.,28-04-2025,02-05-2024,03-02-2024,1,2.5,TI622AAA2425,2.5,AAU2400005,2003.66,05AAECK5765H1ZE,5,15131900,0,70,0,KANHA JI DISTRIBUTORS
CORIANDER POWDER 200 GM,धनिया पाउडर 200 ग्राम,28-02-2025,02-05-2024,05-03-2024,1,2.5,TI622AAA2425,2.5,AJE2400006,1194.95,05AAECK5765H1ZE,5,9092200,0,60,0,KANHA JI DISTRIBUTORS
BANDHANI HING 50 GM (NEW) - T,बंधनी हींग 50 ग्राम (नया),12-08-2025,02-05-2024,19-02-2024,12,2.5,TI623AAA2425,2.5,CASY240008,1097.08,05AAECK5765H1ZE,5,13019013,0,120,0,KANHA JI DISTRIBUTORS
COWS WHOLE MILK POWDER 500-GM,गाय का पूर्ण दूध पाउडर 500 ग्राम,07-10-2024,02-05-2024,10-04-2024,12,2.5,TI623AAA2425,2.5,BLB2400007,2385.18,05AAECK5765H1ZE,5,4021090,0,235,0,KANHA JI DISTRIBUTORS
ALOEVERA GEL FACE WASH 60 ML,एलोवेरा जेल फेस वॉश 60 मि.ली.,18-11-2025,02-05-2024,29-11-2023,36,9,TI623AAA2425,9,AATK230034,1908.92,05AAECK5765H1ZE,18,34013090,0,70,0,KANHA JI DISTRIBUTORS
Divya Arshkalp Vati 40 Tab,दिव्य अर्शकल्प वटी 40 टैबलेट,05-01-2027,02-05-2024,21-01-2024,20,6,TI623AAA2425,6,BAKV240016,749.95,05AAECK5765H1ZE,12,30049011,0,45,0,KANHA JI DISTRIBUTORS
VIRGIN COCONUT OIL 500 ML (B) - T,वर्जिन नारियल तेल 500 मि.ली.,04-06-2025,02-05-2024,11-03-2024,6,2.5,TI623AAA2425,2.5,C9G2400002,1471.68,05AAECK5765H1ZE,5,15131900,0,290,0,KANHA JI DISTRIBUTORS
Vriddhivadhika Vati 80 Tab,वृद्धिवाधिक वटी 80 टैबलेट,08-11-2028,02-05-2024,05-12-2023,20,2.5,TI623AAA2425,2.5,BVVV230031,749.91,05AAECK5765H1ZE,5,30049011,0,45,0,KANHA JI DISTRIBUTORS
Sitopaladi Churna 25 Gm,सितोपलादि चूर्ण 25 ग्राम,27-11-2025,02-05-2024,08-12-2023,50,2.5,TI623AAA2425,2.5,ASPC230031,1250.03,05AAECK5765H1ZE,5,30049011,0,30,0,KANHA JI DISTRIBUTORS
Divya Swasari Ras 10 Gm,दिव्य स्वासारी रस 10 ग्राम,07-01-2029,02-05-2024,03-02-2024,25,6,TI623AAA2425,6,ASSR240001,520.8,05AAECK5765H1ZE,12,30049011,0,25,0,KANHA JI DISTRIBUTORS
Bilwadi Churna 100 Gm,बिल्वादि चूर्ण 100 ग्राम,27-11-2025,02-05-2024,08-12-2023,25,2.5,TI623AAA2425,2.5,ABWC230016,1145.81,05AAECK5765H1ZE,5,30049011,0,55,0,KANHA JI DISTRIBUTORS
TRIPHALA CHURNA -100GM,त्रिफला चूर्ण 100 ग्राम,21-02-2026,02-05-2024,03-03-2024,25,2.5,TI623AAA2425,2.5,ATPC240041,625.01,05AAECK5765H1ZE,5,30049011,0,30,0,KANHA JI DISTRIBUTORS
FORTIFIED SOYABEAN OIL 1 LTR (P) - T,फोर्टिफाइड सोयाबीन तेल 1 लीटर,01-01-2025,15-05-2024,06-04-2024,1,2.5,TI865AAA2425,2.5,BR2B240021,1334.47,05AAECK5765H1ZE,5,15079010,0,125,0,KANHA JI DISTRIBUTORS
MADHURAM 1 KG,मधुरम गुड़ पाउडर 1 किग्रा,31-03-2025,15-05-2024,05-04-2024,1,2.5,TI865AAA2425,2.5,AHG2400081,2044.04,05AAECK5765H1ZE,5,17011410,0,85,0,KANHA JI DISTRIBUTORS
NAVRATNA ATTA 2 KG,नवरत्न आटा 2 किग्रा,02-10-2024,15-05-2024,05-04-2024,1,2.5,TI865AAA2425,2.5,AHV2400014,2933.49,05AAECK5765H1ZE,5,11010000,0,165,0,KANHA JI DISTRIBUTORS
IODIZED NAMAK 1 KG (NEW) - T,आयोडीन युक्त नमक 1 किग्रा (नया),19-02-2026,15-05-2024,01-03-2024,1,0,TI865AAA2425,0,BS24,260,05AAECK5765H1ZE,0,25010010,0,22,0,KANHA JI DISTRIBUTORS
SENDHA NAMAK 1 KG - T,सेंधा नमक 1 किग्रा,19-02-2026,15-05-2024,01-03-2024,1,0,TI865AAA2425,0,SRS24,1009,05AAECK5765H1ZE,0,25010010,0,60,0,KANHA JI DISTRIBUTORS
OATS 500GM - T,ओट्स 500 ग्राम,07-04-2025,15-05-2024,07-04-2024,1,2.5,TI865AAA2425,2.5,ANO070424,1685.88,05AAECK5765H1ZE,5,11041200,0,100,0,KANHA JI DISTRIBUTORS
COWS GHEE 1 L - T,गाय का घी 1 लीटर,30-01-2025,15-05-2024,05-05-2024,1,6,TI865AAA2425,6,FAWC240056,8879.43,05AAECK5765H1ZE,12,4059020,0,665,0,KANHA JI DISTRIBUTORS
COWS GHEE 500 ML - T,गाय का घी 500 मि.ली.,25-01-2025,15-05-2024,30-04-2024,1,6,TI865AAA2425,6,FAWD240019,9480.42,05AAECK5765H1ZE,12,4059020,0,355,0,KANHA JI DISTRIBUTORS
DIGESTIVE BISCUIT 100 GM,डाइजेस्टिव बिस्किट 100 ग्राम,29-10-2024,15-05-2024,02-05-2024,1,9,TI865AAA2425,9,E224/AV9,764.07,05AAECK5765H1ZE,18,19053100,0,20,0,KANHA JI DISTRIBUTORS
MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,18-04-2025,15-05-2024,23-04-2024,2,2.5,TI865AAA2425,2.5,N2B2400029,3016.94,05AAECK5765H1ZE,5,15149920,0,140,0,KANHA JI DISTRIBUTORS
MUSTARD OIL 5 L (J)-T,सरसों का तेल 5 लीटर,26-03-2025,15-05-2024,31-03-2024,1,2.5,TI865AAA2425,2.5,O3B2400004,2653.01,05AAECK5765H1ZE,5,15149920,0,725,0,KANHA JI DISTRIBUTORS
GONYLE FLOOR CLEANER - 1 LTR,गोनाइल फ्लोर क्लीनर 1 लीटर,04-04-2025,15-05-2024,09-04-2024,1,9,TI865AAA2425,9,0975/24-25,618.63,05AAECK5765H1ZE,18,38084000,0,70,0,KANHA JI DISTRIBUTORS
FORTIFIED SUNFLOWER OIL 1 LTR (P) - T,फोर्टिफाइड सूरजमुखी तेल 1 लीटर,22-01-2025,15-05-2024,27-04-2024,1,2.5,TI865AAA2425,2.5,BR2A240022,1334.47,05AAECK5765H1ZE,5,15121910,0,125,0,KANHA JI DISTRIBUTORS
BANDHANI HING 25 G (NEW) - T,बंधनी हींग 25 ग्राम (नया),19-08-2025,15-05-2024,26-02-2024,24,2.5,TI866AAA2425,2.5,CASX240009,1188.68,05AAECK5765H1ZE,5,13019013,0,65,0,KANHA JI DISTRIBUTORS
JAU ATTA 500 GM,जौ का आटा 500 ग्राम,28-10-2024,15-05-2024,01-05-2024,6,2.5,TI866AAA2425,2.5,AAMA240011,228.38,05AAECK5765H1ZE,5,11029090,0,45,0,KANHA JI DISTRIBUTORS
DIVYA PEEDANIL GOLD TABLET (100 PC) - T,दिव्य पीड़ानिल गोल्ड टैबलेट (100 नग),15-02-2027,15-05-2024,02-03-2024,20,6,TI866AAA2425,6,APGT240010,6666.69,05AAECK5765H1ZE,12,30049011,0,400,0,KANHA JI DISTRIBUTORS
DIVYA SHUDDHI CHURNA 100 GM - T,दिव्य शुद्धि चूर्ण 100 ग्राम,22-03-2026,15-05-2024,01-04-2024,25,6,TI866AAA2425,6,ADSC240016,2604.28,05AAECK5765H1ZE,12,30049011,0,125,0,KANHA JI DISTRIBUTORS
TEJUS TAILUM 100 ML,तेजस तैलम 100 मि.ली.,07-02-2026,15-05-2024,08-02-2024,25,9,TI866AAA2425,9,AAO2400004,1578.25,05AAECK5765H1ZE,18,33059019,0,75,0,KANHA JI DISTRIBUTORS
AMLA HAIR OIL - 50 ML,आंवला हेयर ऑयल 50 मि.ली.,18-11-2025,15-05-2024,29-11-2023,24,9,TI866AAA2425,9,AQO2300005,504.95,05AAECK5765H1ZE,18,33059019,0,25,0,KANHA JI DISTRIBUTORS
KESH KANTI ALMOND HAIR OIL-200 ML,केश कान्ति बादाम हेयर ऑयल 200 मि.ली.,29-03-2026,15-05-2024,29-03-2024,24,9,TI866AAA2425,9,ABQQ240003,2468.55,05AAECK5765H1ZE,18,33059019,0,130,0,KANHA JI DISTRIBUTORS
BANDHANI HING POWDER 50 GM -T,बंधनी हींग पाउडर 50 ग्राम,29-11-2024,15-05-2024,08-06-2023,24,2.5,TI866AAA2425,2.5,CAUE230006,1827,05AAECK5765H1ZE,5,13019013,0,90,0,KANHA JI DISTRIBUTORS
EYEGRIT EYE DROP 10 ML,आईग्रिट आई ड्रॉप 10 मि.ली.,15-04-2026,15-05-2024,15-04-2024,40,6,TI866AAA2425,6,ABQR240006,1333.25,05AAECK5765H1ZE,12,30049011,0,40,0,KANHA JI DISTRIBUTORS
ASHVAGANDHA -11 GM (STRIP),अश्वगंधा स्ट्रिप 11 ग्राम,04-03-2026,15-05-2024,14-03-2024,20,6,TI866AAA2425,6,AASZ240014,1310.25,05AAECK5765H1ZE,12,30049011,0,90,0,KANHA JI DISTRIBUTORS
ASHVASHILA -11 GM (STRIP),अश्वशिला स्ट्रिप 11 ग्राम,11-03-2026,15-05-2024,21-03-2024,20,6,TI866AAA2425,6,AASP240017,1455.96,05AAECK5765H1ZE,12,30049011,0,100,0,KANHA JI DISTRIBUTORS
KALA CHANA 1000 GM (R1),काला चना 1000 ग्राम,06-01-2025,22-05-2024,11-04-2024,1,2.5,TI994AAA2425,2.5,BPRKC24008,943.95,05AAECK5765H1ZE,5,7135000,0,110,0,KANHA JI DISTRIBUTORS
KABULI CHANA 1000 GM (R1),काबुली चना 1000 ग्राम,23-12-2024,22-05-2024,28-03-2024,1,2.5,TI994AAA2425,2.5,BPKCC24005,1716.33,05AAECK5765H1ZE,5,7132010,0,200,0,KANHA JI DISTRIBUTORS
RAJMA 1000 GM (R1),राजमा 1000 ग्राम,01-12-2024,22-05-2024,06-03-2024,1,2.5,TI994AAA2425,2.5,BPRRC24003,1836.45,05AAECK5765H1ZE,5,7133200,0,214,0,KANHA JI DISTRIBUTORS
TRADITIONAL W.W CHAKKI ATTA W.BRAN 10K-T,पारंपरिक गेहूं चक्की आटा चोकर सहित 10 किग्रा,04-09-2024,22-05-2024,07-05-2024,2,2.5,TI994AAA2425,2.5,PPRT070524,3644.66,05AAECK5765H1ZE,5,11010000,0,410,0,KANHA JI DISTRIBUTORS
MAKHANA 250 GM,मखाना 250 ग्राम,23-01-2025,22-05-2024,29-03-2024,1,2.5,TI994AAA2425,2.5,AALI240028,5262.77,05AAECK5765H1ZE,5,8029000,0,370,0,KANHA JI DISTRIBUTORS
RICE BRAN OIL 1 LTR (P),चावल की भूसी का तेल 1 लीटर,26-12-2024,22-05-2024,31-03-2024,1,2.5,TI994AAA2425,2.5,ORE2400025,1346.81,05AAECK5765H1ZE,5,15159040,0,125,0,KANHA JI DISTRIBUTORS
SUPER DISHWASH BAR-RS10/- (T.O. FREE 3N),सुपर डिशवॉश बार ₹10/- (ट्रेड ऑफर फ्री 3 नग),24-04-2027,22-05-2024,24-04-2024,1,9,TI994AAA2425,9,AAXY240087,515.53,05AAECK5765H1ZE,18,34011941,0,10,0,KANHA JI DISTRIBUTORS
ALOEVERA JUICE 1 L (FIBRE),एलोवेरा रस (फाइबर युक्त) 1 लीटर,21-01-2025,22-05-2024,26-04-2024,1,6,TI994AAA2425,6,PGD2400177,1754.68,05AAECK5765H1ZE,12,30049011,0,210,0,KANHA JI DISTRIBUTORS
MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,06-05-2025,22-05-2024,11-05-2024,1,2.5,TI994AAA2425,2.5,O2B2400013,1508.47,05AAECK5765H1ZE,5,15149920,0,140,0,KANHA JI DISTRIBUTORS
MUSTARD OIL 5 L (J)-T,सरसों का तेल 5 लीटर,26-03-2025,22-05-2024,31-03-2024,1,2.5,TI994AAA2425,2.5,O3B2400004,2653.01,05AAECK5765H1ZE,5,15149920,0,725,0,KANHA JI DISTRIBUTORS
VERMICELLI ROASTED 400 GM - T,भुनी हुई सेवईं 400 ग्राम,05-03-2025,22-05-2024,10-03-2024,1,2.5,TI994AAA2425,2.5,CVR4100324,1507.07,05AAECK5765H1ZE,5,19021900,0,44,0,KANHA JI DISTRIBUTORS
DOODH BISCUIT 70 GM (100 PC),दूध बिस्किट 70 ग्राम (100 नग),03-11-2024,22-05-2024,07-05-2024,1,9,TI994AAA2425,9,EA24/BP1,844.88,05AAECK5765H1ZE,18,19053100,0,10,0,KANHA JI DISTRIBUTORS
MARIE BISCUIT 75 GM (48 PC),मैरी बिस्किट 75 ग्राम (48 नग),24-10-2024,22-05-2024,27-04-2024,1,9,TI994AAA2425,9,DV24/BP1,405.54,05AAECK5765H1ZE,18,19053100,0,10,0,KANHA JI DISTRIBUTORS
ATTA NOODLES CHATPATA-60 GM (96 PC) - T,आटा नूडल्स चटपटा 60 ग्राम (96 नग),29-12-2024,22-05-2024,03-04-2024,1,6,TI994AAA2425,6,CH030424,917.15,05AAECK5765H1ZE,12,19022090,0,12,0,KANHA JI DISTRIBUTORS
DIVYA NARI KANTI 3 U X 20 N-T,दिव्य नारी कान्ति 3 यूनिट × 20 नग,02-03-2027,22-05-2024,02-03-2024,20,6,TI994AAA2425,6,BDNK240004,4999.9,05AAECK5765H1ZE,12,30049011,0,300,0,KANHA JI DISTRIBUTORS
HERBAL KAJAL 3 G (NEW),हर्बल काजल 3 ग्राम (नया),02-02-2026,22-05-2024,13-02-2024,12,9,TI994AAA2425,9,AASQ240011,909.07,05AAECK5765H1ZE,18,33042000,0,90,0,KANHA JI DISTRIBUTORS
BARLEY DALIA 500 G,जौ का दलिया 500 ग्राम,09-11-2024,29-05-2024,13-05-2024,1,2.5,TI1122AAA2425,2.5,PDCU240033,1395.45,05AAECK5765H1ZE,5,11031900,0,55,0,KANHA JI DISTRIBUTORS
MALKA MASOOR 1000 GM (R1),मालका मसूर दाल 1000 ग्राम,05-01-2025,29-05-2024,10-04-2024,1,2.5,TI1122AAA2425,2.5,BPRMM24011,1072.68,05AAECK5765H1ZE,5,7134000,0,125,0,KANHA JI DISTRIBUTORS
DANT KANTI DENTAL CREAM (ADV) 2X100-GM,दंत कान्ति डेंटल क्रीम (एडवांस) 100 ग्राम × 2,04-09-2025,29-05-2024,13-03-2024,1,9,TI1122AAA2425,9,AF82400004,4363.84,05AAECK5765H1ZE,18,33061020,0,160,0,KANHA JI DISTRIBUTORS
AMLA JUICE 1 L,आंवला रस 1 लीटर,18-04-2025,29-05-2024,18-04-2024,1,6,TI1122AAA2425,6,AGH2400092,1169.83,05AAECK5765H1ZE,12,30049011,0,140,0,KANHA JI DISTRIBUTORS
KESH KANTI ADV. H.H. EXPERT SHAMPO-100ML,केश कान्ति एडवांस हेयर एक्सपर्ट शैम्पू 100 मि.ली.,13-04-2026,29-05-2024,10-05-2024,1,9,TI1122AAA2425,9,AAWT240004,3090.45,05AAECK5765H1ZE,18,33051090,0,120,0,KANHA JI DISTRIBUTORS
GUAVA BEVERAGE (TETRAPACK) 65ML,अमरूद पेय (टेट्रापैक) 65 मि.ली.,14-09-2024,29-05-2024,18-03-2024,1,6,TI1122AAA2425,6,PDBFX24004,674.69,05AAECK5765H1ZE,12,22029020,0,10,0,KANHA JI DISTRIBUTORS
LITCHI BEVERAGE (TETRAPACK) 65ML,लीची पेय (टेट्रापैक) 65 मि.ली.,11-09-2024,29-05-2024,15-03-2024,1,6,TI1122AAA2425,6,PDBFY24003,674.69,05AAECK5765H1ZE,12,22029020,0,10,0,KANHA JI DISTRIBUTORS
MANGO BEVERAGE (TETRAPACK) 65ML,आम पेय (टेट्रापैक) 65 मि.ली.,12-09-2024,29-05-2024,16-03-2024,1,6,TI1122AAA2425,6,PDBFW24005,674.69,05AAECK5765H1ZE,12,22029020,0,10,0,KANHA JI DISTRIBUTORS
Divya Sarvakalp Kwath 100 Gm,दिव्य सर्वकल्प क्वाथ 100 ग्राम,28-02-2026,29-05-2024,10-03-2024,50,6,TI1122AAA2425,6,ASKK240017,1458.24,05AAECK5765H1ZE,12,30049011,0,35,0,KANHA JI DISTRIBUTORS
TRIPHALA CHURNA -100GM,त्रिफला चूर्ण 100 ग्राम,26-03-2026,29-05-2024,05-04-2024,25,2.5,TI1122AAA2425,2.5,ATPC240053,625.01,05AAECK5765H1ZE,5,30049011,0,30,0,KANHA JI DISTRIBUTORS
KESH KANTI HERBAL MEHANDI (NAT. BLACK)-T,केश कान्ति हर्बल मेहंदी (नेचुरल ब्लैक),27-03-2025,29-05-2024,01-04-2024,20,9,TI1122AAA2425,9,ANBL240076,315.77,05AAECK5765H1ZE,18,33059090,0,20,0,KANHA JI DISTRIBUTORS
SAUMYA EYE DROP 10 ML,सौम्या आई ड्रॉप 10 मि.ली.,02-04-2026,29-05-2024,12-04-2024,40,6,TI1122AAA2425,6,AAAQ240006,1107.9,05AAECK5765H1ZE,12,30049011,0,35,0,KANHA JI DISTRIBUTORS
HERBAL WASH DETERGENT POWDER 1 KG,हर्बल वॉश डिटर्जेंट पाउडर 1 किग्रा,09-04-2029,29-05-2024,10-04-2024,1,9,TI1122AAA2425,9,AM92400034,1503.91,05AAECK5765H1ZE,18,34029011,0,70,0,KANHA JI DISTRIBUTORS
SABUDANA 500 GM,साबूदाना 500 ग्राम,05-11-2024,05-06-2024,09-05-2024,1,2.5,TI1258AAA2425,2.5,AALX240028,1184.19,05AAECK5765H1ZE,5,19030000,0,70,0,KANHA JI DISTRIBUTORS
TRADITIONAL WHOLE WHEAT ATTA 5 KG(UK),पारंपरिक गेहूं का आटा 5 किग्रा (यूके),13-09-2024,05-06-2024,16-05-2024,1,2.5,TI1258AAA2425,2.5,PDBKQ24010,1542.66,05AAECK5765H1ZE,5,11010000,0,215,0,KANHA JI DISTRIBUTORS
TRADITIONAL WHOLE WHEAT ATTA 10 KG(UK),पारंपरिक गेहूं का आटा 10 किग्रा (यूके),13-09-2024,05-06-2024,16-05-2024,2,2.5,TI1258AAA2425,2.5,PDBKP24011,3677.31,05AAECK5765H1ZE,5,11010000,0,410,0,KANHA JI DISTRIBUTORS
SUGAR 5 KG,चीनी 5 किग्रा,05-04-2026,05-06-2024,15-04-2024,1,2.5,TI1258AAA2425,2.5,BAIW240027,1564.35,05AAECK5765H1ZE,5,17011490,0,285,0,KANHA JI DISTRIBUTORS
COWS GHEE 1 L - T,गाय का घी 1 लीटर,28-10-2024,05-06-2024,01-02-2024,1,6,TI1258AAA2425,6,FAWC240026,8901.65,05AAECK5765H1ZE,12,4059020,0,650,0,KANHA JI DISTRIBUTORS
ALOEVERA JUICE 1 L (FIBRE),एलोवेरा रस (फाइबर युक्त) 1 लीटर,28-01-2025,05-06-2024,03-05-2024,1,6,TI1258AAA2425,6,PGD2400188,1754.68,05AAECK5765H1ZE,12,30049011,0,210,0,KANHA JI DISTRIBUTORS
MUSTARD OIL 1 L (B)-T,सरसों का तेल 1 लीटर,16-05-2025,05-06-2024,21-05-2024,1,2.5,TI1258AAA2425,2.5,N1B2400057,1562.4,05AAECK5765H1ZE,5,15149920,0,145,0,KANHA JI DISTRIBUTORS
MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,26-05-2025,05-06-2024,31-05-2024,1,2.5,TI1258AAA2425,2.5,N2B2400041,1616.2,05AAECK5765H1ZE,5,15149920,0,150,0,KANHA JI DISTRIBUTORS
ATTA NOODLES DESI MASALA 60 GM (96 PC)-T,आटा नूडल्स देसी मसाला 60 ग्राम (96 नग),10-02-2025,05-06-2024,16-05-2024,1,6,TI1258AAA2425,6,DM160524,917.15,05AAECK5765H1ZE,12,19022090,0,12,0,KANHA JI DISTRIBUTORS
DOODH BISCUIT 70 GM (100 PC),दूध बिस्किट 70 ग्राम (100 नग),21-11-2024,05-06-2024,25-05-2024,1,9,TI1258AAA2425,9,ES24/BP1,844.88,05AAECK5765H1ZE,18,19053100,0,10,0,KANHA JI DISTRIBUTORS
DOODH BISCUIT 35 GM (200 PC),दूध बिस्किट 35 ग्राम (200 नग),21-11-2024,05-06-2024,25-05-2024,1,9,TI1258AAA2425,9,ES24/BP1,844.88,05AAECK5765H1ZE,18,19053100,0,5,0,KANHA JI DISTRIBUTORS
DATES (KHAJUR) 500 GM,खजूर 500 ग्राम,04-11-2024,05-06-2024,08-05-2024,4,6,TI1258AAA2425,6,AAYC240022,1134.87,05AAECK5765H1ZE,12,20019000,0,320,0,KANHA JI DISTRIBUTORS
AMLA HAIR OIL - 50 ML,आंवला हेयर ऑयल 50 मि.ली.,09-07-2025,05-06-2024,20-07-2023,20,9,TI1258AAA2425,9,AQO2300003,420.79,05AAECK5765H1ZE,18,33059019,0,25,0,KANHA JI DISTRIBUTORS
ANTI WRINKLE CREAM 50 G,एंटी रिंकल क्रीम 50 ग्राम,25-04-2026,05-06-2024,25-04-2024,24,9,TI1258AAA2425,9,AAR2400004,2787.55,05AAECK5765H1ZE,18,33049910,0,150,0,KANHA JI DISTRIBUTORS
Amla Churna 100 Gm,आंवला चूर्ण 100 ग्राम,26-03-2026,05-06-2024,05-04-2024,25,2.5,TI1258AAA2425,2.5,BAMC240013,729.23,05AAECK5765H1ZE,5,30049011,0,35,0,KANHA JI DISTRIBUTORS
NAMKEEN CLASSIC PEANUT 35 GM - T,नमकीन क्लासिक मूंगफली 35 ग्राम,02-09-2024,05-06-2024,05-05-2024,30,6,TI1258AAA2425,6,FB05705E24,227.81,05AAECK5765H1ZE,12,21069099,0,10,0,KANHA JI DISTRIBUTORS
NAMKEEN HING CHANA 35 GM (300 PC) - T,नमकीन हींग चना 35 ग्राम (300 नग),02-11-2024,05-06-2024,06-05-2024,30,6,TI1258AAA2425,6,UK07506E24,227.81,05AAECK5765H1ZE,12,21069099,0,10,0,KANHA JI DISTRIBUTORS
ANARDANA GOLI 100 G,अनारदाना गोली 100 ग्राम,09-04-2025,05-06-2024,09-04-2024,12,6,TI1258AAA2425,6,AEB2400011,384.53,05AAECK5765H1ZE,12,30049011,0,45,0,KANHA JI DISTRIBUTORS
AMLA CANDY 250 G,आंवला कैंडी 250 ग्राम,28-04-2025,05-06-2024,28-04-2024,12,2.5,TI1258AAA2425,2.5,ABLX240037,771.24,05AAECK5765H1ZE,5,8112010,0,90,0,KANHA JI DISTRIBUTORS
AMLA CHATPATA CANDY 250 G,आंवला चटपटा कैंडी 250 ग्राम,23-04-2025,05-06-2024,23-04-2024,12,2.5,TI1258AAA2425,2.5,AMV2400024,813.98,05AAECK5765H1ZE,5,8112010,0,95,0,KANHA JI DISTRIBUTORS
HERBAL SHAVING CREAM-80G T.O,हर्बल शेविंग क्रीम 80 ग्राम (ट्रेड ऑफर),28-05-2026,12-06-2024,28-05-2024,12,9,TI1380AAA2425,9,ABPI240001,757.56,05AAECK5765H1ZE,18,33071010,0,75,0,KANHA JI DISTRIBUTORS
HERBAL FACIAL FOAM 60 GM,हर्बल फेशियल फोम 60 ग्राम,15-04-2026,12-06-2024,25-04-2024,24,9,TI1380AAA2425,9,AJN2400004,1272.62,05AAECK5765H1ZE,18,34013090,0,70,0,KANHA JI DISTRIBUTORS
DIVYA PEEDANIL TAILA 100 ML-T,दिव्य पीड़ानिल तैल 100 मि.ली.,26-03-2027,12-06-2024,10-04-2024,25,6,TI1380AAA2425,6,BDPN240025,1770.72,05AAECK5765H1ZE,12,30049011,0,85,0,KANHA JI DISTRIBUTORS
SOYA BARI CHURA GRANULES 200G+10% - 60ND,सोया बारी चूरा ग्रैन्यूल्स 200 ग्राम + 10% (60 नग),31-12-2024,12-06-2024,01-01-2024,7,6,TI1380AAA2425,6,TC14N,336.02,05AAECK5765H1ZE,12,21061000,0,60,0,KANHA JI DISTRIBUTORS
Baheda Churna 10 Gm,बहेड़ा चूर्ण 10 ग्राम,21-05-2025,12-06-2024,01-06-2023,25,2.5,TI1380AAA2425,2.5,ABHC230003,208.43,05AAECK5765H1ZE,5,30049011,0,10,0,KANHA JI DISTRIBUTORS
MAHA NARAYAN TAILA 100 ML - T,महा नारायण तैल 100 मि.ली.,10-03-2027,12-06-2024,10-03-2024,25,2.5,TI1380AAA2425,2.5,BMNT240007,4270.87,05AAECK5765H1ZE,5,30049011,0,205,0,KANHA JI DISTRIBUTORS
